id,pierwsze_imie,drugie_imie,nazwisko,id_komitetu
3676,Wojciech,,KOSSAKOWSKI,6
3677,Jerzy,Wojciech,MAŁECKI,6
3678,Jerzy,Antoni,GOSIEWSKI,6
3679,Patryk,,KOZŁOWSKI,6
3680,Robert,Krzysztof,NOWACKI,6
3681,Henryk,,ŻUCHOWSKI,6
3682,Dariusz,Stanisław,RUDNIK,6
3683,Beata,Anna,BUKOWSKA,6
3684,Izabela,Kamila,SZOSTAK,6
3685,Karol,Robert,MARCHEL,6
3686,Zdzisława,Barbara,TOŁWIŃSKA,6
3687,Andrzej,,JUCHNIEWICZ,6
3688,Jolanta,Anna,MICHALSKA,6
3689,Agnieszka,Jolanta,SUCHOCKA,6
3690,Tomasz,,SZOSTKOWSKI,6
3691,Ewa,,MIESZKOWSKA,6
3692,Michał,Piotr,WYPIJ,6
3693,Jan,Michał,DZIEDZICZAK,6
3694,Tomasz,,ŁAWNICZAK,6
3695,Jan,,MOSIŃSKI,6
3696,Marlena,Magdalena,MALĄG,6
3697,Piotr,Marek,KALETA,6
3698,Lidia,,CZECHAK,6
3699,Leszek,Józef,BIERŁA,6
3700,Marek,Jan,SOWA,6
3701,Romuald,Michał,MICHNIEWICZ,6
3702,Katarzyna,,SÓJKA,6
3703,Agnieszka,Beata,KUBIAK,6
3704,Jerzy,,KOZŁOWSKI,6
3705,Piotr,Józef,JANUSZKIEWICZ,6
3706,Krzysztof,Józef,DZIEDZIC,6
3707,Czesław,Jan,SZYMONIAK,6
3708,Alicja,Maria,ŚNIEGOCKA,6
3709,Sławomira,Maria,KALAK,6
3710,Dorota,,SŁOWIŃSKA,6
3711,Maciej,Antoni,JAGODZIŃSKI,6
3712,Teresa,Małgorzata,ANDRZEJEWSKA,6
3713,Joanna,,NAWROT,6
3714,Jan,Franciszek,SZCZERBAŃ,6
3715,Marek,,BĄKOWSKI,6
3716,Andrzej,,PLICHTA,6
3717,Zbigniew,Grzegorz,HOFFMANN,6
3718,Witold,Wojciech,CZARNECKI,6
3719,Zbigniew,,DOLATA,6
3720,Ryszard,,BARTOSIK,6
3721,Leszek,Ryszard,GALEMBA,6
3722,Krzysztof,Jan,OSTROWSKI,6
3723,Marek,Henryk,WASZKOWIAK,6
3724,Robert,Adam,POPKOWSKI,6
3725,Anna,,WOŹNIAK,6
3726,Paweł,,WOJNA,6
3727,Anita,Aldona,SZYKOWNA,6
3728,Małgorzata,,WIŚNIEWSKA-ZABŁOCKA,6
3729,Emilia,,DERUCKA-KOŁATA,6
3730,Łukasz,,GRABOWSKI,6
3731,Małgorzata,Marta,CICHACKA,6
3732,Jacek,Dariusz,BARTKOWIAK,6
3733,Halina,,MUSIAŁEK,6
3734,Zofia,Mariola,ITMAN,6
3735,Krzysztof,Władysław,CZARNECKI,6
3736,Marta,Ryszarda,KUBIAK,6
3737,Grzegorz,,PIECHOWIAK,6
3738,Marcin,Bartosz,PORZUCEK,6
3739,Michał,Witold,ZIELIŃSKI,6
3740,Dorota,,BANAŚ,6
3741,Bogdan,Włodzimierz,FLEMING,6
3742,Danuta,Maria,NIJAKA,6
3743,Maja,Małgorzata,JANKOWSKA,6
3744,Józef,,FELCYN,6
3745,Maria,Lidia,MILER,6
3746,Robert,Piotr,KASPRZAK,6
3747,Andrzej,Janusz,OKPISZ,6
3748,Rafał,,PRĘTKOWSKI,6
3749,Wiesław,,PIETRUCZUK,6
3750,Emilia,,MUZYKA,6
3751,Maria,Joanna,KARDASZ,6
3752,Krzysztof,Jakub,BŁASZCZYK,6
3753,Jadwiga,Katarzyna,EMILEWICZ,6
3754,Tadeusz,Antoni,DZIUBA,6
3755,SĘK,,SZYNKOWSKI VEL,6
3756,Małgorzata,Irena,STRYJSKA,6
3757,Tadeusz,,ZYSK,6
3758,Bartłomiej,Piotr,WRÓBLEWSKI,6
3759,Jacek,,SOMMERFELD,6
3760,Zbigniew,,CZERWIŃSKI,6
3761,Mateusz,Kacper,RACZKOWSKI,6
3762,Filip,,ŻELAZNY,6
3763,Anna,,STACHOWIAK-GAUDEN,6
3764,Iwona,Anna,BRZOZOWSKA,6
3765,Ewa,Urszula,KRZYŻANOWSKA-WALASZCZYK,6
3766,Piotr,Adam,SZELĄGOWSKI,6
3767,Wojciech,,BRATKOWSKI,6
3768,Ewa,,KULECZKA-DRZEWIECKA,6
3769,Marian,Jan,MARKIEWICZ,6
3770,Marta,Ewa,DALESZYŃSKA,6
3771,Katarzyna,Barbara,WŁODARCZAK,6
3772,Krzysztof,Henryk,DEMBIŃSKI,6
3773,Czesław,,HOC,6
3774,Paweł,Maciej,SZEFERNAKER,6
3775,Małgorzata,Joanna,GOLIŃSKA,6
3776,Stefan,Zdzisław,STRZAŁKOWSKI,6
3777,Marek,Andrzej,SUBOCZ,6
3778,Artur,,WIŚNIEWSKI,6
3779,Jan,Andrzej,OWSIAK,6
3780,Izabella,Marzena,SOZAŃSKA-MAJCHRZAK,6
3781,Jakub,Mikołaj,PYŻANOWSKI,6
3782,Ryszard,Ambroży,CHRUŚCIEL,6
3783,Barbara,,NAGÓRSKA,6
3784,Grzegorz,,BŁASZCZYK,6
3785,Barbara,,KĘDZIOR,6
3786,Halina,Zofia,SZTREJA,6
3787,Jacek,Piotr,SZADZEWICZ,6
3788,Emilia,Kazimiera,NIEMYT,6
3789,Marek,Józef,GRÓBARCZYK,6
3790,Leszek,,DOBRZYŃSKI,6
3791,Artur,Lesław,SZAŁABAWKA,6
3792,Michał,,JACH,6
3793,Stefania,Elżbieta,BIERNAT,6
3794,Krzysztof,Piotr,ZAREMBA,6
3795,Rafał,Marek,MUCHA,6
3796,Kazimierz,,DRZAZGA,6
3797,Arkadiusz,,LITWIŃSKI,6
3798,Marek,,POSOBKIEWICZ,6
3799,Andrzej,,SZELĄŻEK,6
3800,Monika,,KUŹMIŃSKA,6
3801,Justyna,,ŁYJAK,6
3802,Magdalena,,ZARĘBSKA-KULESZA,6
3803,Dariusz,Piotr,MATECKI,6
3804,Zbigniew,,BOGUCKI,6
3805,Maria,Romualda,BRZOZOWSKA,6
3806,Anna,,PAWLAK,6
3807,Jolanta,Barbara,TOBOŁA,6
3808,Michał,,KAMIŃSKI,6
3809,Katarzyna,Karolina,DYCZYŃSKA,6
3810,Agnieszka,Janina,STÓJ,6
3811,Agnieszka,,KURZAWA,6
3812,Maciej,Stanisław,KOPEĆ,6
3813,Waldemar,Arkadiusz,UTECHT,7
3814,Krzysztof,Piotr,JASIŃSKI,7
3815,Anna,Dorota,POTOCKA-KACZYK,7
3816,Krzysztof,Norbert,MISTOŃ,7
3817,Dominik,Sławomir,GUDOWSKI,7
3818,Marcin,Jerzy,BUSTOWSKI,7
3819,Krystian,Piotr,SOSIŃSKI,7
3820,Remigiusz,Konrad,BURDZIŃSKI,7
3821,Kacper,Mikołaj,KORWIN-MIKKE,7
3822,Paweł,Stefan,PASZYN,7
3823,Jakub,Edward,MALICKI,7
3824,Andrzej,,GRYF-TOMASZEWSKI,7
3825,Małgorzata,Agnieszka,ŚWIERZOWSKA,7
3826,Sabina,Iwona,KARPIEJ,7
3827,Emilia,Patrycja,SOLAREK-STRUMIŃSKA,7
3828,Sebastian,Jacek,SPRYSAK,7
3829,Regina,Elżbieta,WINNICKA,7
3830,Małgorzata,Olga,BURDZIŃSKA,7
3831,Jarosław,,HOSZOWSKI,7
3832,Agnieszka,Katarzyna,PASZYN,7
3833,Joanna,,NICIEJEWSKA,7
3834,Paweł,,MAJEWICZ,7
3835,Roman,,ŁAMBUCKI,7
3836,Karol,,MICHALIK,7
3837,Damian,Marcin,DANIELAK,7
3838,Krzysztof,Adam,KRYSTYNIAK,7
3839,Anna,Agnieszka,PRZEŚLICA-MARTYNOWSKA,7
3840,Krystyna,Maria,SUSŁOWSKA,7
3841,Angelika,Agnieszka,WIELICZKO,7
3842,Przemysław,Mateusz,SZACHNIEWICZ,7
3843,Marzena,Emilia,OLEKSY-SARYSZ,7
3844,Kamil,Sebastian,ŁOSIAK,7
3845,Damian,Rafał,GOMÓŁKA,7
3846,Piotr,,LUDKOWSKI,7
3847,Katarzyna,,NOWAK,7
3848,Andrzej,,MORKA,7
3849,Ewa,Jadwiga,OKARMUS,7
3850,Stanisław,,POKRYWKA,7
3851,Krzysztof,,TUDUJ,7
3852,Robert,Jarosław,IWASZKIEWICZ,7
3853,Łukasz,Patryk,POŹNIAK,7
3854,Miłosz,Michał,TAMULEWICZ,7
3855,Krzysztof,Józef,SZOKALSKI,7
3856,Michał,,FABISIAK,7
3857,Katarzyna,Natalia,WALCZYK,7
3858,Marta,Anna,CZECH,7
3859,Halszka,Beata,BIELECKA,7
3860,Stanisław,Józef,ZAPOTOCZNY,7
3861,Wojciech,Aleksander,RĄCZYŃSKI,7
3862,Bogdan,,LUDKOWSKI,7
3863,Paweł,Jacek,JAGIEŁŁO,7
3864,Ewa,,SZLOSER,7
3865,Piotr,,CHMURA,7
3866,Ryszard,Marian,MARSZAŁEK,7
3867,Wojciech,,JABŁOŃSKI,7
3868,Ewa,,WRÓBLEWSKA,7
3869,Jadwiga,Janina,ZIÓŁKOWSKA,7
3870,Adam,Krzysztof,NOWAK,7
3871,Agnieszka,Joanna,MALARA,7
3872,Tomasz,Antoni,ZIELIŃSKI,7
3873,Patrycja,,ZARZYCKA,7
3874,Krzysztof,Mieczysław,CHROBOT,7
3875,Olga,Anna,BRZEZIŃSKA,7
3876,Paweł,,CHMIELEWSKI,7
3877,Maria,,LUDKOWSKA,7
3878,Piotr,Grzegorz,ŻUREK,7
3879,Marcin,,SYPNIEWSKI,7
3880,Filip,Szymon,STRZEMKOWSKI,7
3881,Radosław,Mariusz,GINTHER,7
3882,Luiza,Alicja,KUBACKA,7
3883,Krystyna,Anna,JAROCKA,7
3884,Mateusz,,STACHOWIAK,7
3885,Łukasz,,JAWORNIK,7
3886,Grzegorz,,KLUCZYŃSKI,7
3887,Natalia,Martyna,POPŁAWSKA,7
3888,Joanna,,GEISLER-GRYGROWICZ,7
3889,Marcin,,PILARSKI,7
3890,Maciej,Jerzy,BORKOWSKI,7
3891,Marek,Paweł,STANKIEWICZ,7
3892,Dominik,Marek,KALINOWSKI,7
3893,Krzysztof,,PASTUSZKA,7
3894,Marek,,LEWANDOWSKI,7
3895,Maja,Anna,KURLANDT-OŚWIECIŃSKA,7
3896,Agnieszka,Iwona,BOCIAN,7
3897,Magdalena,,ĆWIKLIŃSKA,7
3898,Klaudia,Natalia,KALINOWSKA,7
3899,Sławomir,Tomasz,LISS,7
3900,Małgorzata,,ŁUSIAK,7
3901,Dariusz,,GNYSZEK,7
3902,Cyprian,Kamil,SAJNA,7
3903,Sławomir,Jerzy,MENTZEN,7
3904,Piotr,,CZAJKOWSKI,7
3905,Marcin,Tomasz,ŁASIŃSKI,7
3906,Grzegorz,Bogusław,BUCZEK,7
3907,Jarosław,Robert,ROMANOWSKI,7
3908,Leszek,,ZIELIŃSKI,7
3909,Artur,,JACKOWSKI,7
3910,Anna,Agnieszka,MALENDOWICZ,7
3911,Tomasz,,WALCZUK,7
3912,Joanna,Dorota,SEWERYNOWICZ,7
3913,Jakub,Andrzej,LISIECKI,7
3914,Przemysław,,SZCZECH,7
3915,Remigiusz,,LIPIŃSKI,7
3916,Justyna,Krystyna,KUK,7
3917,Paweł,,ZWOLIŃSKI,7
3918,Maria,Magdalena,KRZYWIŃSKA,7
3919,Anna,,CZARNECKA,7
3920,Ewa,Sabina,TARAZEWICZ,7
3921,Andrzej,Mariusz,GONTAREK,7
3922,Tomasz,,SIKOROWSKI,7
3923,Lucyna,Klaudia,TOCZYSKA,7
3924,Klaudyna,Barbara,KULIŃSKA,7
3925,Rafał,,BŁAŻEJOWSKI,7
3926,Karolina,,DOMAŃSKA,7
3927,Agata,,CYBUCHOWSKA,7
3928,Paweł,,JANUSZEWSKI,7
3929,Jakub,,KULESZA,7
3930,Rafał,,MEKLER,7
3931,Jacek,Mikołaj,TOMASIAK,7
3932,Małgorzata,Aneta,TYLUS,7
3933,Mateusz,Stanisław,GRYZ,7
3934,Zbigniew,Jakub,WACH,7
3935,Anna,Maria,ZAJĄCZKOWSKA,7
3936,Michał,,WYPYCH,7
3937,Arkadiusz,,GAJDA,7
3938,Rafał,Janusz,KULICKI,7
3939,Piotr,Marcin,ZDUŃCZYK,7
3940,Piotr,,MAREK,7
3941,Ryszard,Witold,MILEWSKI,7
3942,Andrzej,Tomasz,WIĘCŁAWSKI,7
3943,Alicja,,WIECZOREK-KABAT,7
3944,Paweł,Robert,KUSIAK,7
3945,Anna,,REJA,7
3946,Anna,Zofia,SKWAREK,7
3947,Ewa,Maria,KRAWCZYK,7
3948,Marek,Jakub,SKARŻYŃSKI,7
3949,Monika,Teresa,AUGUSTYNOWICZ,7
3950,Dorota,Maria,MAZEK,7
3951,Damian,,ŁAGOWSKI,7
3952,Olga,,DROZD,7
3953,Anna,,KABASA,7
3954,Anna,Joanna,FLIS,7
3955,Szczepan,,KUPISZ,7
3956,Piotr,Adam,PANASIUK,7
3957,Witold,Sławomir,TUMANOWICZ,7
3958,Wiktor,,KASPRZAK,7
3959,Marcin,Piotr,IWANOWSKI,7
3960,Stanisław,,BĄK,7
3961,Agnieszka,Maria,GOCEL,7
3962,Beata,Małgorzata,BIELECKA,7
3963,Agnieszka,Monika,MARCINIUK,7
3964,Kamil,,KUBICA,7
3965,Ewelina,Agata,KUPISZ,7
3966,Michał,,MAZUREK,7
3967,Łukasz,,BANASZCZUK,7
3968,Kamil,,CZERWIENIEC,7
3969,Agnieszka,Monika,PAWLAK,7
3970,Agnieszka,,NAGRODZKA,7
3971,Dorota,Anna,WÓJCIK,7
3972,Zbigniew,Marek,SADOCHA,7
3973,Daniel,,REKUTA,7
3974,Anna,,MEKLER,7
3975,Justyna,Elżbieta,MULAWA,7
3976,Kamil,,KĘDZIERAWSKI,7
3977,Edyta,,TARNOWSKA,7
3978,Łukasz,,BATALIŃSKI,7
3979,Bartłomiej,,WITKOWSKI,7
3980,Artur,Wojciech,SOBICH,7
3981,Krystian,Patryk,KAMIŃSKI,7
3982,Beata,Zofia,PACHNIK-ŁODZIŃSKA,7
3983,Marcin,,SYGUTOWSKI,7
3984,Piotr,Jan,SZYMAŃSKI,7
3985,Michał,Marcin,PALUCH,7
3986,Paweł,,KAMRAD,7
3987,Marek,,BANYŚ,7
3988,Marta,Maria,SREBNIAK-BUSZEWSKA,7
3989,Rafał,Jan,BORKOWSKI,7
3990,Karol,Stanisław,WASZCZUK,7
3991,Grzegorz,Dariusz,RUTKOWSKI,7
3992,Urszula,Teresa,CANTEMIR,7
3993,Piotr,Kazimierz,WASYLCIÓW,7
3994,Karolina,Maria,LADRA,7
3995,Agnieszka,Janina,MASTERNAK,7
3996,Krzysztof,Dominik,KIESZEWICZ,7
3997,Danuta,Irena,KAROWSKA,7
3998,Anna,Agnieszka,KOSICKA-DOMBEK,7
3999,Andrzej,,DOMARADZKI,7
4000,Emilia,Małgorzata,KOPACKA,7
4001,Maciej,,KOŚCIELNY,7
4002,Karolina,,PIĄTKOWSKA,7
4003,Henryk,,JABŁOŃSKI,7
4004,Krzysztof,Michał,ŁOPATOWSKI,7
4005,Tomasz,Michał,GRABARCZYK,7
4006,Adrian,,ANTONIAK,7
4007,Krzysztof,Gniewomir,LIPCZYK,7
4008,Michał,Antoni,KAMIŃSKI,7
4009,Dawid,Sebastian,LUTOMSKI,7
4010,Ryszard,Józef,STANGRECIAK,7
4011,Piotr,,JAWORNIK,7
4012,Tomasz,Andrzej,SŁOTA,7
4013,Joanna,Sylwia,MAZUR,7
4014,Dariusz,Zdzisław,ZIEMBA,7
4015,Klaudia,Ewa,DOMAGAŁA,7
4016,Patryk,Tadeusz,GRANISZ,7
4017,Wojciech,Antoni,GÓRSKI,7
4018,Anna,,KORWIN-MIKKE,7
4019,Anna,Paulina,CIEŚLAK,7
4020,Bogusław,Piotr,CIUPKA,7
4021,Marzena,Elżbieta,SZCZESEK,7
4022,Justyna,Katarzyna,MODRZEJEWSKA,7
4023,Aleksandra,Kamila,GACEK,7
4024,Przemysław,Patryk,KICOWSKI,7
4025,Patryk,Piotr,MARJAN,7
4026,Jacek,Krzysztof,RAK,7
4027,Andrzej,,FĄK,7
4028,Piotr,Bogusław,ZABORNY,7
4029,Alicja,Anna,HEINZEL,7
4030,Paweł,,WYCHOWAŁEK,7
4031,Bernadeta,Edyta,FLORCZYK,7
4032,Marcin,,BUDKIEWICZ,7
4033,Wiesława,Agata,MADEJSKA,7
4034,Adrian,,SĘK,7
4035,Anna,Maria,CHMIELARSKA,7
4036,Kamil,Mariusz,SYPKA,7
4037,Katarzyna,Ewa,KLESKA,7
4038,Ewa,Barbara,LISZEWSKA,7
4039,Mirosław,Marian,KOSTRZEWA,7
4040,Jadwiga,,GAJDA,7
4041,Krzysztof,Adam,GRABOWSKI,7
4042,Izabela,Anna,WALCZAK,7
4043,Łukasz,Mikołaj,OWCZAREK,7
4044,Andrzej,,KANIEWSKI,7
4045,Łukasz,Artur,OŻADOWICZ,7
4046,Dariusz,,DYONIZIAK,7
4047,Ewelina,,MATUSIAK,7
4048,Joanna,,KĘDZIAK,7
4049,Justyna,,SOBCZAK,7
4050,Wojciech,Damian,NOWAK,7
4051,Malwina,Anna,GOGULSKA,7
4052,Adam,Jan,WOLNIEWICZ,7
4053,Angelika,,SKOWRONEK,7
4054,Konrad,Piotr,KOCIŃSKI,7
4055,Weronika,,GACKOWSKA,7
4056,Sebastian,Patryk,HEJNIAK,7
4057,Katarzyna,Dorota,SZCZEŚNIAK,7
4058,Rafał,Andrzej,KARDAS,7
4059,Magdalena,Ewa,WASIEWICZ,7
4060,Mateusz,Mariusz,ZAJĄC,7
4061,Natalia,Paulina,ROSIŃSKA,7
4062,Aleksandra,Anna,ZIEMBA,7
4063,Rafał,,GIEROWSKI,7
4064,Bartosz,,WILCZYŃSKI,7
4065,Emil,Piotr,KRAWCZYK,7
4066,Dariusz,Bogdan,CHMIEL,7
4067,Grzegorz,Jan,KUMANEK,7
4068,Marcin,Jakub,BAJER,7
4069,Jerzy,,CURZYDŁO,7
4070,Marta,,SALAWA,7
4071,Adam,Aleksander,CZACHUR,7
4072,Sylwia,Małgorzata,SIŁUSZYK,7
4073,Anna,Katarzyna,URBAŃSKA,7
4074,Tomasz,,MREŃCA,7
4075,Piotr,Paweł,BANET,7
4076,Katarzyna,Anna,SKWARCZYŃSKA,7
4077,Sylwia,Jolanta,JASTRZĘBSKA,7
4078,Katarzyna,,ZASŁONA-POLAK,7
4079,Tomasz,,KŁECZEK,7
4080,Konrad,Szczepan,BERKOWICZ,7
4081,Kamil,Dawid,KUPIEC,7
4082,Jakub,Artur,KRZYSZTONEK,7
4083,Bartosz,Sebastian,BOCHEŃCZAK,7
4084,Wojciech,Jerzy,GOLONKA,7
4085,Tomasz,,MOSZKOWICZ,7
4086,Gabriela,,MASZTAFIAK,7
4087,Józef,,WOCH,7
4088,Stanisław,,PAPIEŻ,7
4089,Joanna,,ŁUKASZEWSKA-BAUMAN,7
4090,Piotr,Paweł,BARTOSZ,7
4091,Michał,,WALKIEWICZ,7
4092,Bartłomiej,,DROZD,7
4093,Tomasz,Krzysztof,TRZAJNA,7
4094,Barbara,,ŁOPACIŃSKA,7
4095,Aleksandra,,CZOSNOWSKA,7
4096,Krzysztof,Jan,MONTICELLI,7
4097,Grzegorz,Lucjan,ZAJĄC,7
4098,Miłosz,Stanisław,SOBIENIOWSKI,7
4099,Anna,Józefa,SMOROŃ,7
4100,Jakub,Jan,ADAMCZYK,7
4101,Jagoda,,DZIADOSZ,7
4102,Janina,,PĘCZEK,7
4103,Iwona,Katarzyna,HOJDA,7
4104,Aldona,Anna,DYMANUS,7
4105,Grzegorz,Miłosz,PĘDZIWIATR,7
4106,Lucyna,Michalina,KULIŃSKA,7
4107,Andrzej,,SKUPIEŃ,7
4108,Rafał,Grzegorz,GŁĄB,7
4109,Marzena,Maria,MATONOG,7
4110,Kamil,Józef,WOJTYCZKA,7
4111,Halina,Sylwia,MAŚLANKA,7
4112,Krystian,Wojciech,LACHNER,7
4113,Alicja,Barbara,BALCERAK,7
4114,Radosław,Ryszard,LAZAR,7
4115,Ryszard,Jakub,WILK,7
4116,Radosław,Maria,CZOSNOWSKI,7
4117,Mariusz,Stanisław,BOŻYK,7
4118,Sylwester,Andrzej,MATUSIK,7
4119,Marcin,Jan,MAZGAJ,7
4120,Marcin,,KRÓL,7
4121,Wojciech,Piotr,JASKÓŁKA,7
4122,Karolina,Agnieszka,FLOREK,7
4123,Maria,Magdalena,LIS,7
4124,Małgorzata,Stanisława,TYLISZCZAK-SŁYŚ,7
4125,Barbara,Maria,SZTERLEJA-BELDA,7
4126,Stanisław,,DOBROWOLSKI,7
4127,Czesław,Alfred,KWAŚNIAK,7
4128,Radosław,Michał,MACOŃ,7
4129,Konrad,Mariusz,WÓJCIKIEWICZ,7
4130,Barbara,Janina,ŁACH,7
4131,Grzegorz,Wojciech,POCIĘGIEL,7
4132,Andrzej,Piotr,SZUBA,7
4133,Agata,Magdalena,SMOŁA,7
4134,Ewelina,Anna,JEZIOREK,7
4135,Marta,Magdalena,MUCHA,7
4136,Maria,Barbara,LECHOWICZ,7
4137,Kamil,,STACHOWICZ,7
4138,Alina,Barbara,BORYCZKA,7
4139,Karol,Zygmunt,SERAFIN,7
4140,Maciej,Zbigniew,SOSIN,7
4141,Jadwiga,Maria,NOWAK,7
4142,Bartłomiej,Bogusław,NIEDZIUŁKA,7
4143,Krzysztof,Grzegorz,GAGATEK,7
4144,Paweł,,USIĄDEK,7
4145,Dorota,,SMOSARSKA,7
4146,Grzegorz,,CIECHANOWSKI,7
4147,Tomasz,Józef,STELMACH,7
4148,Krzysztof,,SĘKOWSKI,7
4149,Paweł,Janusz,RZECZKOWSKI,7
4150,Katarzyna,,SZADKOWSKA,7
4151,Mirosława,,FLORYSIAK,7
4152,Beata,Irena,SZYDŁOWSKA,7
4153,Bartosz,,ZADROŻNY,7
4154,Agnieszka,,DŁUTOWSKA,7
4155,Adrian,Paweł,ZAGÓRSKI,7
4156,Marek,Janusz,MAKARA,7
4157,Monika,Danuta,BARTOSEWICZ,7
4158,Joanna,Ewa,GROTKOWSKA-PUŚCIKOWSKA,7
4159,Krzysztof,Kazimierz,SPALIŃSKI,7
4160,Anna,,DŁUTOWSKA,7
4161,Anna,Ewa,ADAMSKA,7
4162,Krzysztof,Franciszek,KOWALSKI,7
4163,Jerzy,,WAŁKUSKI,7
4164,Marek,Wacław,SZEWCZYK,7
4165,Dawid,Stanisław,NOWAK,7
4166,Marzena,Hanna,PADUCH,7
4167,Krystian,Adam,AMANOWICZ,7
4168,Rafał,Jan,FORYŚ,7
4169,Krzysztof,Grzegorz,LECHOWSKI,7
4170,Alina,,DRABIK,7
4171,Miłosz,,ANDUŁA,7
4172,Ewelina,,LAGNER,7
4173,Bartłomiej,,KUCHCIK,7
4174,Bożena,Danuta,RODZIEWICZ,7
4175,Mateusz,Michał,KONOPSKI,7
4176,Martyna,,ARASZKIEWICZ,7
4177,Dorota,,SZYDŁO,7
4178,Maksymilian,Przemysław,KACA,7
4179,Dominika,,SZYMANOWSKA,7
4180,Marcin,,BŁASZCZYK,7
4181,Władysław,Leszek,KUMOREK,7
4182,Krzysztof,,TOŁWIŃSKI,7
4183,Jakub,,GĄGOL,7
4184,Dariusz,Piotr,PASTOR,7
4185,Edyta,,RADZIKOWSKA,7
4186,Krzysztof,,MULAWA,7
4187,Roman,Ryszard,SKŁADANOWSKI,7
4188,Anna,,KRUPIŃSKA,7
4189,Ewa,,DŁUSKA-REDES,7
4190,Paweł,Wojciech,WIĘCKOWSKI,7
4191,Izabela,,REDUCH,7
4192,Rafał,Piotr,WIELĄDEK,7
4193,Mariusz,,WOŹNIAK,7
4194,Marek,,JASIŃSKI,7
4195,Hanna,,SOCHARSKA,7
4196,Ada,,KASJANIUK,7
4197,Paweł,,BALA,7
4198,Anna,,USIĄDEK,7
4199,Grzegorz,,IGNACIUK,7
4200,Maria,,TOBIASZ,7
4201,Marcin,Daniel,KRASSOWSKI,7
4202,Bartłomiej,Beniamin,BRYK,7
4203,Jakub,Andrzej,ŻMUDZIŃSKI,7
4204,Michał,,HARASIM,7
4205,Beata,Edyta,JOŃCZYK,7
4206,Janusz,Ryszard,KORWIN-MIKKE,7
4207,Bartłomiej,Artur,PEJO,7
4208,Paweł,Juliusz,SKUTECKI,7
4209,Mirosława,Zofia,MODELSKA-CREECH,7
4210,Wiesław,Marian,MAGIERA,7
4211,Aleksander,Filip,KOWALIŃSKI,7
4212,Ewa,Alicja,NITECKA,7
4213,Jan,,BOROWSKI,7
4214,Krystyna,Anna,KRZEKOTOWSKA,7
4215,Gabriela,Zofia,JURKIEWICZ,7
4216,Alina,Barbara,WAWER,7
4217,Sławomir,,TUMANOWICZ,7
4218,Andrzej,Paweł,KUMÓR,7
4219,Justyna,Stefania,KRANAS,7
4220,Krystian,Zbigniew,ŻELAZNY,7
4221,Sebastian,,ROSS,7
4222,Magdalena,,ZIĘTEK-WIELOMSKA,7
4223,Antoni,Konrad,URBANEK,7
4224,Wojciech,Bartosz,ZIÓŁKOWSKI,7
4225,Jan,Antoni,BODAKOWSKI,7
4226,Jarosław,Grzegorz,KOWALSKI,7
4227,Łukasz,Zbigniew,JARZĄBEK,7
4228,Agnieszka,,KOWALSKA,7
4229,Izabela,,KESSLING,7
4230,Andrzej,,BABIAK,7
4231,Jacek,Piotr,FLORYSIAK,7
4232,Piotr,Roman,STERKOWSKI,7
4233,Rafał,Przemysław,DMOWSKI,7
4234,Angelika,Justyna,POKOJSKA,7
4235,Martyna,,UTECHT,7
4236,Urszula,Irena,KRELLER-STANISŁAWEK,7
4237,Paulina,,NIEZNAŃSKA,7
4238,Rafał,Patryk,KŁOS,7
4239,Marcin,Józef,KUŚMIERCZYK,7
4240,Rajmund,Krzysztof,KASPRZAK,7
4241,Adam,,KASJANIUK,7
4242,Jakub,Maciej,RUMIŃSKI,7
4243,Włodzimierz,Witold,ROSOWSKI,7
4244,Katarzyna,Maria,ZIÓŁKOWSKA,7
4245,Mariusz,Lesław,KROGULSKI,7
4246,Michał,Jan,WAWER,7
4247,Rafał,Piotr,PAZIO,7
4248,Michał,,NIEZNAŃSKI,7
4249,Jacek,Baltazar,KORWIN-MIKKE,7
4250,Bogdan,Jerzy,CHMIELECKI,7
4251,Tomasz,Jan,CYNKIER,7
4252,Anna,Małgorzata,ŚLIWA,7
4253,Beata,Elżbieta,TROCHANOWSKA,7
4254,Piotr,,FILIPEK,7
4255,Zbigniew,,WITASZEK,7
4256,Teresa,,LECH-RĄCZKA,7
4257,Julia,Maria,ŻOŁEK,7
4258,Michał,Jan,JANIK,7
4259,Edyta,Agnieszka,LUTY,7
4260,Adam,Andrzej,SKWARSKI,7
4261,Anna,Jadwiga,PINTARA,7
4262,Rafał,,BAJKOWSKI,7
4263,Piotr,Dariusz,DROŻDŻ,7
4264,Sebastian,,PUŁAWSKI,7
4265,Anna,Patrycja,RUMIŃSKA,7
4266,Ewelina,,STERKOWSKA,7
4267,Karol,Tadeusz,TOTT,7
4268,Grażyna,Wiesława,CHOJNACKA,7
4269,Konrad,Paweł,SMUNIEWSKI,7
4270,Jacek,,WILK,7
4271,Łukasz,Rafał,FOMICZ,7
4272,Daniel,,SZKARUPSKI,7
4273,Longin,,BARTNIK,7
4274,Jakub,Hubert,BEDRUNKA,7
4275,Ewa,Małgorzata,SIENKIEWICZ,7
4276,Bartosz,Adam,PUK,7
4277,Anna,Maria,JASTRZĘBSKA,7
4278,Kamila,Urszula,SEKIETA,7
4279,Anna,,DZIONY,7
4280,Teresa,,PRZEŁOŻNA,7
4281,Genowefa,,WOJNAR,7
